#This file is automatically generated by https://freetv.fun and is mainly used to test the accuracy of our EPG.
#The following test channels are from public sharing on the Internet.
#EPG.pw does not provide or store any streaming media content.All channels are automatically collected from the network through crawlers, without any manual participation, just for testing purposes. Therefore, we do not guarantee the stability and legality of the channels, nor do we assume corresponding legal responsibilities. All legal responsibilities It should be the responsibility of the user and the source provider.
#If you don't know how to use it, or don't have time to test it, you can download this recommended app for testing.
#https://epg.pw/app_download.html
#這個檔案是由https://freetv.fun自動生成的,僅僅只是用於測試epg的準確性.
#以下的測試頻道均為網路上的公開分享頻道.
#EPG.pw並不提供也不儲存任何的流媒體內容.所有的頻道都是由自動化系統通過網路自動收集而來,並沒有任何人工參與,僅僅只是為了測試.因此我們並不保證頻道的穩定性與合法性,我們也不承擔任何相關的法律責任.所有的法律責任與相關後果應由頻道的使用者與提供者自行承擔.
#如果您不知道如何使用這個檔案,或者並沒有時間進行測試,那麼您可以下載我們推薦的APP來進行測試.
#下載地址為https://epg.pw/app_download.html


綜藝,#genre#
@TV e娛樂,https://stream.freetv.fun/tv-2.m3u8
CCTV3,https://stream.freetv.fun/cctv3-2.m3u8
CCTV3,https://stream.freetv.fun/cctv3-4.m3u8
CCTV3,https://stream.freetv.fun/cctv3-12.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-13.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-14.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-15.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-1.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv-03-1.m3u8
CCTV3[geo-blocked],https://stream.freetv.fun/cctv3-67.ctv
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-19.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-20.m3u8
CCTV3,https://stream.freetv.fun/cctv3-21.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-2.m3u8
CCTV3,https://stream.freetv.fun/cctv3zong-yi-2.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-3.ctv
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-22.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-23.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-24.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-4.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-5.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv-3-6.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-7.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-8.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-9.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-10.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv-3-11.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv-3-12.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv-3-13.m3u8
CCTV3,https://stream.freetv.fun/cctv-3-14.m3u8
CCTV3,https://stream.freetv.fun/cctv3-25.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-27.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-28.m3u8
CCTV3,https://stream.freetv.fun/cctv3-29.m3u8
CCTV3,https://stream.freetv.fun/cctv3-30.ctv
CCTV3,https://stream.freetv.fun/cctv3-31.m3u8
CCTV3,https://stream.freetv.fun/cctv3-32.m3u8
CCTV3,https://stream.freetv.fun/cctv3hd-1.m3u8
CCTV3,https://stream.freetv.fun/cctv3-33.m3u8
CCTV3,https://stream.freetv.fun/cctv3-34.m3u8
CCTV3,https://stream.freetv.fun/cctv3zong-yi-3.m3u8
CCTV3,https://stream.freetv.fun/cctv3zong-yi-4.m3u8
CCTV3,https://stream.freetv.fun/cctv3zong-yi-6.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3zong-yi-7.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3zong-yi-8.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-35.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-36.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-37.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-39.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-40.m3u8
CCTV3[ipv6],https://stream.freetv.fun/ipv6-cctv3-41.m3u8
CCTV3,https://stream.freetv.fun/cctv3-42.ctv
CCTV3,https://stream.freetv.fun/cctv3-45.m3u8
CCTV3,https://stream.freetv.fun/cctv3-17.m3u8
CCTV3,https://stream.freetv.fun/cctv3-18.ctv
CCTV3,https://stream.freetv.fun/cctv3-46.ctv
CCTV3,https://stream.freetv.fun/cctv3-47.ctv
CCTV3,https://stream.freetv.fun/cctv3-48.ctv
CCTV3,https://stream.freetv.fun/cctv3-49.ctv
CCTV3,https://stream.freetv.fun/cctv3-50.ctv
CCTV3,https://stream.freetv.fun/cctv3-51.ctv
